wine_type,size (cL),name,price,rating,num_review,country,abv,year,url
white,75,McGuigan Black Label Shiraz,6.75,3.6,13,Australia,12.5,2021,https://groceries.morrisons.com/products/mcguigan-black-label-shiraz-243825011
white,75,Morrisons The Best Touraine Rose,8,3,4,France,12.5,,https://groceries.morrisons.com/products/morrisons-the-best-touraine-rose-523765011
white,75,McGuigan Black Label Merlot,6.75,4.2,13,Australia,12.5,2021,https://groceries.morrisons.com/products/mcguigan-black-label-merlot-243824011
white,75,Morrisons The Best South African Sauvignon Blanc,7.5,4,9,Western Cape,12.5,2021,https://groceries.morrisons.com/products/morrisons-the-best-south-african-sauvignon-blanc-119962011
white,75,Hardys Nottage Hill Chardonnay,6.75,3.4,5,Australia,13.5,2017,https://groceries.morrisons.com/products/hardys-nottage-hill-chardonnay-119917011
white,75,McGuigan Black Label Pinot Grigio,6.75,4.1,7,Australia,11.5,2021,https://groceries.morrisons.com/products/mcguigan-black-label-pinot-grigio-211276011
white,75,McGuigan Black Label Chardonnay,6.75,2.8,4,Australia,12.5,2021,https://groceries.morrisons.com/products/mcguigan-black-label-chardonnay-119906011
white,75,Morrisons The Best Marlborough Sauvignon Blanc,9,3.7,3,New Zealand,12.5,2019,https://groceries.morrisons.com/products/morrisons-the-best-marlborough-sauvignon-blanc-283660011
white,75,Veluti Pinot Grigio,6.25,3.8,13,Italy,12.5,2020,https://groceries.morrisons.com/products/veluti-pinot-grigio-274532011
white,75,The Ned Sauvignon Blanc,10,4.8,4,New Zealand,13,2020,https://groceries.morrisons.com/products/the-ned-sauvignon-blanc-349453011
white,75,Mud House Chile Sauvignon Blanc,5.99,2.3,3,Chile,12.5,2021,https://groceries.morrisons.com/products/mud-house-chile-sauvignon-blanc-568751011
white,75,Mud House Marlborough Sauvignon Blanc,9,4.4,11,New Zealand,12.5,2020,https://groceries.morrisons.com/products/mud-house-marlborough-sauvignon-blanc-263684011
white,75,Rosemount Diamond Selection Chardonnay,5.49,3,4,Australia,12.5,2019,https://groceries.morrisons.com/products/rosemount-diamond-selection-chardonnay-119923011
white,75,Klein St Sauvignon Blanc,6,0,0,South Africa,12.5,2021,https://groceries.morrisons.com/products/klein-st-sauvignon-blanc-421210011
white,75,Hardys Bankside Chardonnay,6.5,5,5,Australia,12.5,2017,https://groceries.morrisons.com/products/hardys-bankside-chardonnay-212328011
white,75,I Heart Pinot Grigio,6,5,1,Hungary,12,NV,https://groceries.morrisons.com/products/i-heart-pinot-grigio-451873011
white,75,Primo Vere Pinot Grigio,6.75,3.8,9,Italy,12.5,2020,https://groceries.morrisons.com/products/primo-vere-pinot-grigio-273278011
white,75,Jam Shed Chardonnay Australia,6,5,3,Australia,13.5,2020,https://groceries.morrisons.com/products/jam-shed-chardonnay-australia-551479011
white,75,Morrisons The Best Trentino Pinot Grigio,7.25,3.5,6,Italy,12.5,2015,https://groceries.morrisons.com/products/morrisons-the-best-trentino-pinot-grigio-119880011
white,75,Wolf Blass Vineyards Chardonnay,6.5,3.7,3,Australia,13,2012,https://groceries.morrisons.com/products/wolf-blass-vineyards-chardonnay-119918011
white,75,Yellow Tail Pinot Grigio,6,5,3,Australia,11.5,2020,https://groceries.morrisons.com/products/yellow-tail-pinot-grigio-294018011
white,75,Casillero del Diablo Reserva Sauvignon Blanc,6.5,4.8,5,,12,2021,https://groceries.morrisons.com/products/casillero-del-diablo-reserva-sauvignon-blanc-119958011
white,75,Kumala Sauvignon Blanc,6.25,0,0,South Africa,13,2017,https://groceries.morrisons.com/products/kumala-sauvignon-blanc-525693011
white,75,Squealing Pig Sauvignon Blanc,10,3.7,3,New Zealand,13.5,2018,https://groceries.morrisons.com/products/squealing-pig-sauvignon-blanc-480656011
white,75,I Heart Sauvignon Blanc,6,3,2,Spain,11.5,,https://groceries.morrisons.com/products/i-heart-sauvignon-blanc-525861011
white,75,Morrisons The Best Gavi,9,4,1,Italy,12.5,2015,https://groceries.morrisons.com/products/morrisons-the-best-gavi-119879011
white,75,Wolf Blass Yellow Label Chardonnay,6.5,4,5,Australia,13,NV,https://groceries.morrisons.com/products/wolf-blass-yellow-label-chardonnay-212433011
white,75,Yealands Reserve Sauvignon Blanc,7.99,5,1,New Zealand,13,2019,https://groceries.morrisons.com/products/yealands-reserve-sauvignon-blanc-565446011
white,75,Cono Sur Bicicleta  Sauvignon Blanc,5.75,3.6,5,Chile,13,2021,https://groceries.morrisons.com/products/cono-sur-bicicleta-sauvignon-blanc-247962011
white,75,Morrisons The Best Chardonnay,7.75,4.3,4,South Africa,13.5,2018,https://groceries.morrisons.com/products/morrisons-the-best-chardonnay-392549011
white,75,Turner Road Reserve Chardonnay,6.5,3.8,5,California,12.5,2016,https://groceries.morrisons.com/products/turner-road-reserve-chardonnay-212332011
white,75,Morrisons The Best Muscadet Serve Et Maine Sur Lie,8.5,4.1,7,France,12,2015,https://groceries.morrisons.com/products/morrisons-the-best-muscadet-serve-et-maine-sur-lie-321365011
white,18.7,Mcguigan Black Label Chardonnay 187Ml,2.25,0,0,Australia,12.5,2020,https://groceries.morrisons.com/products/mcguigan-black-label-chardonnay-187ml-552691011
white,75,Black Tower Fruity White,6,3.7,3,Produce of the EU,9.5,2021,https://groceries.morrisons.com/products/black-tower-fruity-white-119864011
white,75,Morrisons The Best Chenin Blanc,8,4.7,9,Western Cape,12.5,2021,https://groceries.morrisons.com/products/morrisons-the-best-chenin-blanc-119967011
white,18.7,Yellow Tail Pinot Grigio,2.49,0,0,Australia,11.5,2019,https://groceries.morrisons.com/products/yellow-tail-pinot-grigio-551903011
white,75,Morrisons The Best Pecorino,7.25,3.8,5,Italy,13,2015,https://groceries.morrisons.com/products/morrisons-the-best-pecorino-370263011
white,75,Brancott Estate Terroir Series Reserve Sauvignon Blanc,9,4.5,6,New Zealand,13,2020,https://groceries.morrisons.com/products/brancott-estate-terroir-series-reserve-sauvignon-blanc-482570011
white,75,Chapmans Bay Sauvignon Blanc,6,0,0,South Africa,12.5,2021,https://groceries.morrisons.com/products/chapmans-bay-sauvignon-blanc-565445011
white,75,Morrisons The Best Western Australia Chardonnay,8.5,3.7,3,Australia,13,2018,https://groceries.morrisons.com/products/morrisons-the-best-western-australia-chardonnay-349451011
white,75,Morrisons The Best Touraine Sauvignon,9,3.5,2,France,12.5,2015,https://groceries.morrisons.com/products/morrisons-the-best-touraine-sauvignon-119846011
white,75,Morrisons The Best Marques de los Rios Rioja Blanco,8,3.3,3,Spain,13,2020,https://groceries.morrisons.com/products/morrisons-the-best-marques-de-los-rios-rioja-blanco-383075011
white,75,The Signal Post Chenin Blanc,7.25,0,0,South Africa,12.5,2020,https://groceries.morrisons.com/products/the-signal-post-chenin-blanc-578067011
white,75,Zarper Sauvignon Blanc Gran Reserva,6.5,4,2,Chile,12.5,,https://groceries.morrisons.com/products/zarper-sauvignon-blanc-gran-reserva-378130011
white,75,Morrisons The Best Soave Classico,7.75,4,6,Italy,12,2016,https://groceries.morrisons.com/products/morrisons-the-best-soave-classico-119894011
white,75,Zalze Bush Vine Chenin Blanc,6,0,0,South Africa,13,2021,https://groceries.morrisons.com/products/zalze-bush-vine-chenin-blanc-352604011
white,75,Head Honcho Sauvignon Blanc,6,3,4,Chile,12.5,2018,https://groceries.morrisons.com/products/head-honcho-sauvignon-blanc-349455011
white,75,Morrisons The Best Verdicchio,7.25,4.1,8,Italy,12.5,2015,https://groceries.morrisons.com/products/morrisons-the-best-verdicchio-243049011
white,75,Gallo Family Vineyards Pinot Grigio White Wine,5.75,0,0,United States,11.5,2019,https://groceries.morrisons.com/products/gallo-family-vineyards-pinot-grigio-white-wine-119940011
white,75,Morrisons The Best Gruner Veltliner,8.75,4.5,10,Austria,12.5,2020,https://groceries.morrisons.com/products/morrisons-the-best-gruner-veltliner-253768011
white,75,Morrisons The Best Falanghina,7.5,4,3,Italy,12.5,,https://groceries.morrisons.com/products/morrisons-the-best-falanghina-421302011
white,75,Blossom Hill White Wine,6,5,1,Spain,12.5,,https://groceries.morrisons.com/products/blossom-hill-white-wine-570809011
white,18.7,I Heart Pinot Grigio,2.25,0,0,Italy,12,2020,https://groceries.morrisons.com/products/i-heart-pinot-grigio-551909011
white,75,Dark Horse Chardonnay White Wine,7,4.5,34,United States,14.5,2019,https://groceries.morrisons.com/products/dark-horse-chardonnay-white-wine-411825011
white,75,Italia Pinot Grigio,7.5,3.8,4,,14.5,2018,https://groceries.morrisons.com/products/italia-pinot-grigio-119886011
white,75,Morrisons The Best Vouvray,10,3.4,10,France,12.5,,https://groceries.morrisons.com/products/morrisons-the-best-vouvray-310345011
white,75,Gary Barlow Organic White Wine,6,3.5,2,Spain,12,2020,https://groceries.morrisons.com/products/gary-barlow-organic-white-wine-570470011
white,75,Oyster Bay Chardonnay,7.99,5,2,New Zealand,13,2019,https://groceries.morrisons.com/products/oyster-bay-chardonnay-295948011
white,75,Morrisons The Best Alsace Gewurztraminer,10,4.1,16,France,14,2014,https://groceries.morrisons.com/products/morrisons-the-best-alsace-gewurztraminer-119848011
white,75,Freixenet Pinot Grigio,8.5,0,0,Italy,11.5,2019,https://groceries.morrisons.com/products/freixenet-pinot-grigio-523578011
white,18.7,Head Honcho Sauvignon Blanc,2,1,1,Chile,12,,https://groceries.morrisons.com/products/head-honcho-sauvignon-blanc-562925011
white,75,Morrisons The Best Canto Real Rueda,7.75,3.8,6,Spain,13,,https://groceries.morrisons.com/products/morrisons-the-best-canto-real-rueda-119965011
white,75,Morrisons The Best Vinho Verde 'Loureiro' Wine,8.75,4.3,4,Portugal,12,2020,https://groceries.morrisons.com/products/morrisons-the-best-vinho-verde-loureiro-wine-551489011
white,75,Morrisons The Best Pinot Grigio Alto Adige Doc,10,3,1,Italy,13,,https://groceries.morrisons.com/products/morrisons-the-best-pinot-grigio-alto-adige-doc-552695011
white,75,Morrisons The Best Pinot Gris,9,3.3,4,France,13.5,2013,https://groceries.morrisons.com/products/morrisons-the-best-pinot-gris-261687011
white,18.7,Blossom Hill White Wine,2,0,0,Spain,12.5,NV,https://groceries.morrisons.com/products/blossom-hill-white-wine-570807011
white,75,Morrisons Organic Pinot Grigio,7.25,2.9,8,Italy,11.5,2018,https://groceries.morrisons.com/products/morrisons-organic-pinot-grigio-421208011
white,18.7,Barefoot White Zinfandel Rose Wine,2.25,0,0,United States,8.5,NV,https://groceries.morrisons.com/products/barefoot-white-zinfandel-rose-wine-555995011
white,75,Morrisons The Best Pouilly Fume,14,4,2,France,13,2015,https://groceries.morrisons.com/products/morrisons-the-best-pouilly-fume-310370011
white,75,Morrisons The Best Sancerre,17,2.7,3,France,13.5,2020,https://groceries.morrisons.com/products/morrisons-the-best-sancerre-480632011
white,75,Mad Fish Sauvignon Blanc,7,0,0,Western Australia,13,2020,https://groceries.morrisons.com/products/mad-fish-sauvignon-blanc-565441011
white,75,Morrisons The Best Riesling,8.5,3.5,8,Germany,12.5,2020,https://groceries.morrisons.com/products/morrisons-the-best-riesling-437970011
white,75,Morrisons The Best Chardonnay,8.75,3.2,6,Argentina,13,2016,https://groceries.morrisons.com/products/morrisons-the-best-chardonnay-410535011
white,75,Head Honcho Chardonnay,6,4,4,Chile,13.5,2018,https://groceries.morrisons.com/products/head-honcho-chardonnay-349454011
white,75,Barefoot Sauvignon Blanc White Wine,6,5,4,U,13,NV,https://groceries.morrisons.com/products/barefoot-sauvignon-blanc-white-wine-119942011
white,75,Freixenet Sauvignon Blanc,7,3,1,,13,2020,https://groceries.morrisons.com/products/freixenet-sauvignon-blanc-578065011
white,75,Echo Falls Pinot Grigio Rose,6.5,0,0,Italy,12,2019,https://groceries.morrisons.com/products/echo-falls-pinot-grigio-rose-551483011
white,75,Morrisons The Best Chablis Premier Cru,18,2.7,3,France,13,2012,https://groceries.morrisons.com/products/morrisons-the-best-chablis-premier-cru-119839011
white,225,Ortense Pinot Grigio Terre Di Chieti,13.5,0,0,Italy,12.5,,https://groceries.morrisons.com/products/ortense-pinot-grigio-terre-di-chieti-591900011
white,75,Rigal Vin Orange 75Cl,10,4,3,France,12,,https://groceries.morrisons.com/products/rigal-vin-orange-75cl-533890011
white,75,Charles Rousseau Sauvignon Blanc,8,4,3,France,11.5,2019,https://groceries.morrisons.com/products/charles-rousseau-sauvignon-blanc-527195011
white,75,Hardys Zero Chardonnay,3.5,0,0,Australia,,2021,https://groceries.morrisons.com/products/hardys-zero-chardonnay-588202011
white,75,Diablo Golden Chardonnay,10,0,0,Chile,13.5,2020,https://groceries.morrisons.com/products/diablo-golden-chardonnay-588186011
white,37.5,Morrisons The Best Bortytis Semillon,6,3.3,3,Australia,11.5,2017,https://groceries.morrisons.com/products/morrisons-the-best-bortytis-semillon-378129011
white,75,Fleurs De Prairie Luberon,8,4,2,France,13,,https://groceries.morrisons.com/products/fleurs-de-prairie-luberon-523744011
white,75,Errazuriz Sauvignon Blanc,9,4.3,3,Chile,13,2020,https://groceries.morrisons.com/products/errazuriz-sauvignon-blanc-261081011
white,75,Moillard Chablis,13.5,0,0,France,12.5,2021,https://groceries.morrisons.com/products/moillard-chablis-583449011
white,75,Morrisons The Best Grenache Blanc,8,4,3,South Africa,12.5,2020,https://groceries.morrisons.com/products/morrisons-the-best-grenache-blanc-500606011
white,75,Kylie Minogue Sauvignon Blanc,9,4,2,France,11.5,2019,https://groceries.morrisons.com/products/kylie-minogue-sauvignon-blanc-546519011
white,75,Morrisons The Best Verdeca Igp 2021,8.5,0,0,Italy,12.5,,https://groceries.morrisons.com/products/morrisons-the-best-verdeca-igp-2021-589697011
white,75,Hardys Nottage Hill Pinot Grigio,6.5,0,0,Australia,12,2021,https://groceries.morrisons.com/products/hardys-nottage-hill-pinot-grigio-583434011
white,75,Terramare Pinot Grigio,4.99,0,0,Italy,11.5,2021,https://groceries.morrisons.com/products/terramare-pinot-grigio-586525011
white,75,Ortense Pinot Grigio Terre Di Chieti,4.99,0,0,Italy,12.5,,https://groceries.morrisons.com/products/ortense-pinot-grigio-terre-di-chieti-590049011
white,225,64 Edge South African Sauvignon Blanc,16,0,0,South Africa,13,2021,https://groceries.morrisons.com/products/64-edge-south-african-sauvignon-blanc-575443011
white,75,Maremel Albarino,12,0,0,Spain,12.5,2021,https://groceries.morrisons.com/products/maremel-albarino-588188011
white,75,Wise Wolf Chardonnay,10,0,0,France,13.5,2021,https://groceries.morrisons.com/products/wise-wolf-chardonnay-589686011
white,75,Cidade Branca White,8,0,0,Portugal,13,2021,https://groceries.morrisons.com/products/cidade-branca-white-588185011
white,75,Mirabeau La Folie Sparkling Rose,12,0,0,France,12.5,NV,https://groceries.morrisons.com/products/mirabeau-la-folie-sparkling-rose-591431011
white,75,Morrisons The Best Vermentino,7,3,8,Italy,13.5,2017,https://groceries.morrisons.com/products/morrisons-the-best-vermentino-248291011
white,75,Eleanor La Reine Piquepoul - Terret Cotes De Thau IGP,8,0,0,France,12.5,,https://groceries.morrisons.com/products/eleanor-la-reine-piquepoul-terret-cotes-de-thau-igp-595784011
white,75,Hardys Nottage Hill Sauvignon Blanc,6.5,1,1,Australia,12.5,2017,https://groceries.morrisons.com/products/hardys-nottage-hill-sauvignon-blanc-551916011
white,75,McGuigan Black Label Sauvignon Blanc,6.75,0,0,Australia,12,2020,https://groceries.morrisons.com/products/mcguigan-black-label-sauvignon-blanc-591432011
white,75,Sorso Pinot Grigio,4.99,4.6,10,Italy,12.5,2018,https://groceries.morrisons.com/products/sorso-pinot-grigio-273277011
white,75,Villa Maria Private Bin Sauvignon Blanc,10.5,4.4,13,Marlborough,13.5,2021,https://groceries.morrisons.com/products/villa-maria-private-bin-sauvignon-blanc-211701011
white,75,Morrisons Sauvignon Blanc,4.89,5,3,Chile,12,,https://groceries.morrisons.com/products/morrisons-sauvignon-blanc-421256011
white,75,Morrisons Soave,4.89,5,4,Italy,11,,https://groceries.morrisons.com/products/morrisons-soave-421206011
white,75,64 Edge Sauvignon Blanc,5.49,3,1,South Africa,13,2021,https://groceries.morrisons.com/products/64-edge-sauvignon-blanc-570043011
white,75,Barefoot Pinot Grigio White Wine,6.75,4.8,8,United States,12,NV,https://groceries.morrisons.com/products/barefoot-pinot-grigio-white-wine-243689011
white,75,Schmitt Liebfraumilch,4.49,2,1,Germany,9,,https://groceries.morrisons.com/products/schmitt-liebfraumilch-421228011
white,75,The Shy Pig Crisp White,4.79,3.3,15,Australia,10.5,NV,https://groceries.morrisons.com/products/the-shy-pig-crisp-white-273013011
white,75,Yellow Tail Chardonnay,7,0,0,Australia,13,2020,https://groceries.morrisons.com/products/yellow-tail-chardonnay-523753011
white,75,Graham Norton Sauvignon Blanc,6,0,0,South Africa,12.5,2021,https://groceries.morrisons.com/products/graham-norton-sauvignon-blanc-577569011
white,75,Schmitt Hock,4.49,2.8,5,Germany,9,,https://groceries.morrisons.com/products/schmitt-hock-421229011
white,75,Fairbank Wines Sauvignon Blanc,7,0,0,South Africa,12.5,2021,https://groceries.morrisons.com/products/fairbank-wines-sauvignon-blanc-500613011
white,75,Oyster Bay Sauvignon Blanc,10.5,4.8,8,New Zealand,13,2020,https://groceries.morrisons.com/products/oyster-bay-sauvignon-blanc-119932011
white,75,Cape Shadow Sauvignon Blanc,4.99,2.5,2,South Africa,12.5,2020,https://groceries.morrisons.com/products/cape-shadow-sauvignon-blanc-568752011
white,100,Felix Solis Sol de Espana White Wine,5.19,3.3,3,Spain,11,NV,https://groceries.morrisons.com/products/felix-solis-sol-de-espana-white-wine-119870011
white,75,19 Crimes Chardonnay,9,4.2,13,Australia,13.5,2020,https://groceries.morrisons.com/products/19-crimes-chardonnay-470781011
white,75,Oxford Landing Sauvignon Blanc,6.75,5,3,Australia,10.5,2021,https://groceries.morrisons.com/products/oxford-landing-sauvignon-blanc-119903011
white,75,Oxford Landing Chardonnay,6.75,4.5,2,Australia,13,2020,https://groceries.morrisons.com/products/oxford-landing-chardonnay-119901011
white,75,Lindeman's Bin 65 Chardonnay,6.5,3.7,3,Australia,13,2017,https://groceries.morrisons.com/products/lindeman-s-bin-65-chardonnay-212329011
white,75,Torres Vina Sol,7.5,4.5,4,Spain,12,2020,https://groceries.morrisons.com/products/torres-vina-sol-119871011
white,75,Silver Bay Point White,3.89,3.6,5,British,8,Non Vintage,https://groceries.morrisons.com/products/silver-bay-point-white-119984011
white,75,Gallo Family Vineyards Moscato White Wine,6,5,1,California,9,2019,https://groceries.morrisons.com/products/gallo-family-vineyards-moscato-white-wine-212334011
white,75,Silver Mine Sauvignon Blanc,4.79,4,1,Bulgaria,12,2021,https://groceries.morrisons.com/products/silver-mine-sauvignon-blanc-587791011
white,75,Kendermanns Riesling Spatlese,8.5,4.3,7,Germany,9,2020,https://groceries.morrisons.com/products/kendermanns-riesling-spatlese-261858011
white,75,Wolf Blass Red Label Chardonnay Semillon,7,3.7,3,Australia,12.5,2014,https://groceries.morrisons.com/products/wolf-blass-red-label-chardonnay-semillon-119916011
white,75,Brancott Estate Sauvignon Blanc White Wine,9.5,4.7,39,New Zealand,12.5,2016,https://groceries.morrisons.com/products/brancott-estate-sauvignon-blanc-white-wine-119927011
white,75,Daybreak Sauvignon Blanc,8,4.2,6,New Zealand,12,2017,https://groceries.morrisons.com/products/daybreak-sauvignon-blanc-406231011
white,75,Most Wanted Pinot Grigio,7.75,4.7,12,Italy,12,2020,https://groceries.morrisons.com/products/most-wanted-pinot-grigio-500623011
white,75,Echo Falls White,5.19,4,2,United States,11.5,NV,https://groceries.morrisons.com/products/echo-falls-white-212333011
white,75,Casillero del Diablo Reserva Chardonnay,7.5,4,5,Chile,13,2021,https://groceries.morrisons.com/products/casillero-del-diablo-reserva-chardonnay-119957011
white,75,Barefoot Chardonnay White Wine,6.75,4.3,31,United States,13.5,NV,https://groceries.morrisons.com/products/barefoot-chardonnay-white-wine-379847011
white,75,Workshop Australia White,4.99,5,1,Australia,11.5,NV,https://groceries.morrisons.com/products/workshop-australia-white-557785011
white,75,19 Crimes Sauvignon Block,9,4,6,Australia,12,2020,https://groceries.morrisons.com/products/19-crimes-sauvignon-block-546527011
white,225,Morrisons The Best Pinot Grigio,18,5,1,Italy,12.5,,https://groceries.morrisons.com/products/morrisons-the-best-pinot-grigio-530798011
white,75,Morrisons Chenin Blanc,4.79,4,2,South Africa,11.5,2019,https://groceries.morrisons.com/products/morrisons-chenin-blanc-421254011
white,75,Yellow Tail Sauvignon Blanc,7,5,1,Australia,11.5,2020,https://groceries.morrisons.com/products/yellow-tail-sauvignon-blanc-377187011
white,75,Giesen Estate Sauvignon Blanc Wine,9,4.8,8,New Zealand,12.5,2020,https://groceries.morrisons.com/products/giesen-estate-sauvignon-blanc-wine-324148011
white,75,Most Wanted Chardonnay,7.75,5,1,Australia,13.5,,https://groceries.morrisons.com/products/most-wanted-chardonnay-583428011
white,75,Silver Mine Chardonnay,4.79,0,0,Bulgaria,12,2021,https://groceries.morrisons.com/products/silver-mine-chardonnay-587790011
white,75,Te Pa Signature Series Sauvignon Blanc,10,4.3,3,New Zealand,13,2020,https://groceries.morrisons.com/products/te-pa-signature-series-sauvignon-blanc-565448011
white,75,McGuigan Reserve Chardonnay,7,3.7,3,Australia,13,2021,https://groceries.morrisons.com/products/mcguigan-reserve-chardonnay-119900011
white,75,64 Edge Marlborough Sauvignon Blanc,9,5,4,New Zealand,13,2019,https://groceries.morrisons.com/products/64-edge-marlborough-sauvignon-blanc-406230011
white,75,Villa Maria Sauvignon Blanc Cellar Selection,12,0,0,New Zealand,14,2020,https://groceries.morrisons.com/products/villa-maria-sauvignon-blanc-cellar-selection-553789011
white,75,Stoneleigh Sauvignon Blanc White Wine,10,4.5,4,New Zealand,13,2020,https://groceries.morrisons.com/products/stoneleigh-sauvignon-blanc-white-wine-552693011
white,75,Cono Sur Bicicleta Viognier,7.5,4.5,4,Chile,13.5,2022,https://groceries.morrisons.com/products/cono-sur-bicicleta-viognier-119954011
white,75,Gallo Family Vineyards Chardonnay White Wine,6,4.3,3,U,13,2019,https://groceries.morrisons.com/products/gallo-family-vineyards-chardonnay-white-wine-119943011
white,75,Workshop Bench Blend Sauvignon Blanc,4.79,2.5,6,Australia,11,2018,https://groceries.morrisons.com/products/workshop-bench-blend-sauvignon-blanc-451530011
white,75,Campo Viejo Rioja Blanco White Wine,8.25,4,2,Spain,12.5,2020,https://groceries.morrisons.com/products/campo-viejo-rioja-blanco-white-wine-380786011
white,150,Barefoot On Tap Pinot Grigio White Wine,13,4.6,31,United States,12,NV,https://groceries.morrisons.com/products/barefoot-on-tap-pinot-grigio-white-wine-551911011
white,150,Barefoot On Tap White Zinfandel Rose Wine,13,4.6,31,United States,8,NV,https://groceries.morrisons.com/products/barefoot-on-tap-white-zinfandel-rose-wine-551910011
white,75,Louis Alexandre Sauvignon Blanc,7.5,3.2,5,France,11.5,2014,https://groceries.morrisons.com/products/louis-alexandre-sauvignon-blanc-287466011
white,75,The Horologist Sauvignon Blanc,9,4.3,15,New Zealand,13,2020,https://groceries.morrisons.com/products/the-horologist-sauvignon-blanc-304215011
white,75,Squealing Pig Chardonnay,10,0,0,Australia,13,2018,https://groceries.morrisons.com/products/squealing-pig-chardonnay-480651011
white,75,Florio Vecchioflorio Marsala Superiore Dolce,11,0,0,Italy,18,2017,https://groceries.morrisons.com/products/florio-vecchioflorio-marsala-superiore-dolce-551490011
white,75,McGuigan Reserve Pinot Grigio,7.5,0,0,Australia,12,2021,https://groceries.morrisons.com/products/mcguigan-reserve-pinot-grigio-533873011
white,75,Don Simon Nature Sauvignon Blanc,4.99,0,0,,,,https://groceries.morrisons.com/products/don-simon-nature-sauvignon-blanc-590047011
white,75,Penfolds Koonunga Hill Chardonnay,10,0,0,Australia,13.5,2019,https://groceries.morrisons.com/products/penfolds-koonunga-hill-chardonnay-533891011
white,75,Trivento White Malbec,7,5,1,Argentina,12,2021,https://groceries.morrisons.com/products/trivento-white-malbec-583432011
white,75,McGuigan Reserve Sauv Blanc,7.5,4,2,Australia,12.5,2021,https://groceries.morrisons.com/products/mcguigan-reserve-sauv-blanc-480660011
white,75,The Wanted Chardonnay,8.5,4.8,4,Italy,14,2020,https://groceries.morrisons.com/products/the-wanted-chardonnay-552692011
white,75,Morrisons The Best Chablis,16,3,4,France,12.5,,https://groceries.morrisons.com/products/morrisons-the-best-chablis-119834011
white,75,Vinus By Paul MasClairette,8.5,4,3,France,12.5,2019,https://groceries.morrisons.com/products/vinus-by-paul-masclairette-289359011
white,75,64 Edge Sauvignon Blanc,7,0,0,Chile,12.5,2021,https://groceries.morrisons.com/products/64-edge-sauvignon-blanc-570686011
white,75,McGuigan BIN 156 Chardonnay,5.19,0,0,Australia,12,2018,https://groceries.morrisons.com/products/mcguigan-bin-156-chardonnay-243823011
white,37.5,Morrisons The Best Sauternes,12,0,0,France,14,,https://groceries.morrisons.com/products/morrisons-the-best-sauternes-557791011
rose,75,Morrisons The Best Marques de los Rios Rioja Blanco,8,3.3,3,Spain,13,2020,https://groceries.morrisons.com/products/morrisons-the-best-marques-de-los-rios-rioja-blanco-383075011
rose,75,Morrisons The Best Provence Rose,9.5,4,1,France,13,2018,https://groceries.morrisons.com/products/morrisons-the-best-provence-rose-480687011
