,name,wine_type,country,year,price,scaledprice,score,num_review,abv,size(cL),age,logprice
171,Three Gables Reserve Swartland Chenin Marsanne Grenache Blanc 2021,White,South Africa,2021,10.99,10.99,4.3,52,12.5,75.0,1.0,1.0409976924234905
172,1749 Chinon 2020,Red,France,2020,11.99,11.99,4.2,6,13.5,75.0,2.0,1.0788191830988487
173,Le Vendangeoir Saint Nicolas de Bourgueil 2020,Red,France,2020,13.99,13.99,0.0,2,12.5,75.0,2.0,1.1458177144918276
174,Kahaka Marlborough Sauvignon Blanc 2021,White,New Zealand,2021,14.99,14.99,4.3,26,13.0,75.0,1.0,1.1758016328482794
175,Les Perruches Vouvray Demi Sec 2020,White,France,2020,13.99,13.99,4.3,15,12.5,75.0,2.0,1.1458177144918276
176,1749 Muscadet 2020,White,France,2020,11.99,11.99,4.7,25,11.5,75.0,2.0,1.0788191830988487
177,Pouilly Fuisse Domain Damien Martin 2020,White,France,2020,22.99,22.99,4.6,8,13.0,75.0,2.0,1.361538971269279
178,Saint Veran Les Grands Cras Domaine Damien Martin 2019,White,France,2019,23.99,23.99,0.0,2,13.0,75.0,3.0,1.3800302479678306
179,Domaine Billaud-Simon Chablis 1er Cru Vaillons 2020,White,France,2020,49.99,49.99,0.0,1,13.5,75.0,2.0,1.6988831367525903
180,Finca Allende Rioja Tinto 2014,Red,Spain,2014,25.99,25.99,0.0,4,13.5,75.0,8.0,1.4148062795010126
181,Macon Verze Domaine Damien Martin 2020,White,France,2020,19.99,19.99,0.0,2,13.0,75.0,2.0,1.300812794118117
182,Saint Veran Les Maillettes Domaine Damien Martin 2020,White,France,2020,19.99,19.99,0.0,3,13.0,75.0,2.0,1.300812794118117
183,Domaine Francine & Olivier Savary Chablis 2019,White,France,2019,19.99,19.99,4.2,40,12.5,75.0,3.0,1.300812794118117
184,La Pinede Ventoux 2020,Red,France,2020,13.99,13.99,4.1,73,14.5,75.0,2.0,1.1458177144918276
185,Sestosenso Grillo 2020,White,Italy,2020,12.99,12.99,3.2,53,13.0,75.0,2.0,1.113609151073028
186,Three Gables Winemaker's Chardonnay Viognier 2021,White,South Africa,2021,9.99,9.99,3.8,106,13.0,75.0,1.0,0.9995654882259823
187,Tall Gum Mount Benson Pinot Gris 2021,White,Australia,2021,12.99,12.99,4.1,60,12.5,75.0,1.0,1.113609151073028
188,Chateau Puy Razac Saint Emilion Grand Cru 2018,Red,France,2018,19.99,19.99,0.0,4,14.0,75.0,4.0,1.300812794118117
189,5oS Project Old Vine Co. Shiraz Grenache 2019,Red,Australia,2019,24.99,24.99,0.0,2,14.5,75.0,3.0,1.39776625612645
190,Ripper Reserve Adelaide Hills Chardonnay 2021,White,Australia,2021,11.99,11.99,3.8,43,13.0,75.0,1.0,1.0788191830988487
191,Elbo Organic Tempranillo 2019,Red,Spain,2019,13.99,13.99,3.7,71,14.5,75.0,3.0,1.1458177144918276
192,Mahaut Coteaux Varois en Provence Rose 2020,Rose,France,2020,12.99,12.99,4.1,16,13.0,75.0,2.0,1.113609151073028
193,La Penombre Reserve Lesquerde 2019,Red,France,2019,14.99,14.99,4.4,24,14.5,75.0,3.0,1.1758016328482794
194,Reservoir Hogs Adelaide Hills Sauvignon Blanc 2021,White,Australia,2021,13.99,13.99,4.0,61,12.0,75.0,1.0,1.1458177144918276
195,Albacore Reserve Adelaide Hills Sauvignon Blanc 2021,White,Australia,2021,13.99,13.99,4.3,70,12.0,75.0,1.0,1.1458177144918276
196,Pizo Old Vine Carinena 2020,Red,Spain,2020,11.99,11.99,4.2,87,14.0,75.0,2.0,1.0788191830988487
197,Loom SV Sangiovese 2016,Red,Australia,2016,16.99,16.99,0.0,1,14.0,75.0,6.0,1.2301933788690456
198,Familiar Vinho Regional Lisboa Tinto 2021,Red,Portugal,2021,10.99,10.99,4.1,197,13.0,75.0,1.0,1.0409976924234905
199,Domaine de Bonserine Cote Rotie La Sarrasine 2018,Red,France,2018,49.99,49.99,0.0,0,14.0,75.0,4.0,1.6988831367525903
200,Pierre Sourdais Chinon Tradition 2019,Red,France,2019,12.99,12.99,3.5,6,12.5,75.0,3.0,1.113609151073028
201,Ripper Reserve Adelaide Hills Sauvignon Blanc 2021,White,Australia,2021,11.99,11.99,4.0,108,11.5,75.0,1.0,1.0788191830988487
202,Tall Gum Reserve Adelaide Hills Sauvignon Blanc 2021,White,Australia,2021,11.99,11.99,4.0,45,11.5,75.0,1.0,1.0788191830988487
203,De Martino Estate 25th Anniversary Carmenere 2019,Red,Chile,2019,21.99,21.99,4.4,44,13.0,75.0,3.0,1.3422252293607904
204,Nadia's Pure Perdeberg Shiraz Malbec 2020,Red,South Africa,2020,9.99,9.99,4.0,563,14.5,75.0,2.0,0.9995654882259823
205,The Vinitor Pinot Noir 2020,Red,USA,2020,11.99,11.99,3.7,44,13.5,75.0,2.0,1.0788191830988487
206,Between Bridges Merlot 2020,Red,Romania,2020,9.99,9.99,4.0,624,13.5,75.0,2.0,0.9995654882259823
207,Les Trois Calices Gros Manseng Sauvignon Blanc 2020,White,France,2020,9.99,9.99,4.4,68,12.5,75.0,2.0,0.9995654882259823
208,Domaine Chavet Menetou Salon Rouge 2020,Red,France,2020,16.99,16.99,0.0,2,14.5,75.0,2.0,1.2301933788690456
209,La Penombre Reserve Pinot Noir Tete de Cuvee 2020,Red,France,2020,14.99,14.99,4.2,51,13.0,75.0,2.0,1.1758016328482794
210,Domaine de la Semellerie Chinon Rouge 2020,Red,France,2020,10.99,10.99,3.9,7,13.0,75.0,2.0,1.0409976924234905
211,Ungrafted Itata Old Vine Cinsault 2020,Red,Chile,2020,14.99,14.99,0.0,4,13.5,75.0,2.0,1.1758016328482794
212,Lergenmuller Pinot Noir Trocken 2019,Red,Germany,2019,13.99,13.99,4.2,12,13.5,75.0,3.0,1.1458177144918276
213,Campo Bonito Blanco 2020,White,Spain,2020,9.99,9.99,3.9,173,12.0,75.0,2.0,0.9995654882259823
214,Lergenmuller Dornfelder Trocken 2018,Red,Germany,2018,12.99,12.99,0.0,5,13.0,75.0,4.0,1.113609151073028
215,Champagne Louis Roederer Collection 242 NV,Sparkling,France,Non Vintage,52.0,52.0,0.0,0,12.0,75.0,,1.7160033436347992
216,L'Artisan Grenache Syrah 2020,Red,France,2020,9.99,9.99,4.2,196,13.5,75.0,2.0,0.9995654882259823
217,Rippasimento 2020,Red,Australia,2020,10.99,10.99,4.4,196,14.5,75.0,2.0,1.0409976924234905
218,De Martino Old Vine Series Las Olvidadas 2019,Red,Chile,2019,29.99,29.99,0.0,0,13.0,75.0,3.0,1.476976465759527
219,Domaine Baillie Giral Grenache Noir 2020,Red,France,2020,12.99,12.99,4.6,40,14.5,75.0,2.0,1.113609151073028
220,Le Pont de Diable Syrah Grenache 2021,Red,France,2021,10.99,10.99,4.2,222,13.0,75.0,1.0,1.0409976924234905
221,The Intrepid Bear Reserve Zinfandel 2020,Red,USA,2020,11.99,11.99,3.8,89,13.5,75.0,2.0,1.0788191830988487
222,Ungrafted Itata Old Vine Dry Muscat 2020,White,Chile,2020,14.99,14.99,0.0,3,13.0,75.0,2.0,1.1758016328482794
223,Cascading Cloud Shiraz Malbec 2021,Red,South Africa,2021,10.99,10.99,4.0,157,14.0,75.0,1.0,1.0409976924234905
224,Curious Parallel Feteasca Neagra 2020,Red,Romania,2020,9.99,9.99,4.0,223,13.5,75.0,2.0,0.9995654882259823
225,Chateau Tournebrise Lalande-De-Pomerol 2019,Red,France,2019,19.99,19.99,4.7,7,14.0,75.0,3.0,1.300812794118117
226,Ulrich Langguth Riesling Auslese Harmonie 2019,White,Germany,2019,24.99,24.99,0.0,2,8.0,75.0,3.0,1.39776625612645
227,Equipo Navazos La Bota 99 Florpower Single Vineyard 2019,Sherry,Spain,2019,26.99,26.99,0.0,0,11.5,75.0,3.0,1.4312028845565166
228,5OS Project Pinot Noir 2019,Red,Australia,2019,17.99,17.99,0.0,3,13.0,75.0,3.0,1.2550311633455513
229,Tall Gum Reserve Grenache Shiraz Mataro 2020,Red,Australia,2020,16.99,16.99,4.1,45,14.5,75.0,2.0,1.2301933788690456
230,Chateau Grand Moulinet Pomerol 2018,Red,France,2018,29.99,29.99,0.0,1,14.5,75.0,4.0,1.476976465759527
231,Paul Hobbs Sonoma Coast Crossbarn Pinot Noir 2018,Red,USA,2018,37.99,37.99,0.0,3,15.0,75.0,4.0,1.5796692935547203
232,Bogle Vineyards Old Vine Zinfandel 2018,Red,USA,2018,17.99,17.99,4.6,14,14.5,75.0,4.0,1.2550311633455513
233,Coastal Vines Brut Cuvee NV,Sparkling,USA,Non Vintage,12.99,12.99,3.6,22,12.0,75.0,,1.113609151073028
234,Paul Hobbs Sonoma Coast Crossbarn Chardonnay 2019,White,USA,2019,29.99,29.99,0.0,3,14.0,75.0,3.0,1.476976465759527
235,Black Flag Winemakers McLaren Vale Malbec Durif 2017,Red,Australia,2017,21.99,21.99,4.1,44,14.0,75.0,5.0,1.3422252293607904
236,Chateau Bernot Blanc 2020,White,France,2020,11.99,11.99,3.8,18,11.5,75.0,2.0,1.0788191830988487
237,Curious Parallel Feteasca Regala 2020,White,Romania,2020,9.99,9.99,3.9,158,11.5,75.0,2.0,0.9995654882259823
238,Tuffers' Tipple Margaret River Shiraz 2019,Red,Australia,2019,18.99,18.99,3.9,42,14.5,75.0,3.0,1.2785249647370176
239,MLBC Earth & Sun Malbec 2021,Red,Argentina,2021,11.99,11.99,4.3,404,14.0,75.0,1.0,1.0788191830988487
240,Tuffers' Tipple Margaret River Sauvignon Blanc 2021,White,Australia,2021,11.99,11.99,3.7,46,12.5,75.0,1.0,1.0788191830988487
241,Chateau Bernot Rose 2020,Rose,France,2020,11.99,11.99,4.4,26,13.5,75.0,2.0,1.0788191830988487
242,Tuffers' Tipple Gascogne Sauvignon Blanc 2020,White,France,2020,11.99,11.99,3.9,48,12.5,75.0,2.0,1.0788191830988487
243,Tuffers' Tipple GSM 2020,Red,France,2020,12.99,12.99,3.5,49,14.0,75.0,2.0,1.113609151073028
244,Tuffers' Tipple Oaked Tempranillo 2019,Red,Spain,2019,12.99,12.99,3.8,40,13.0,75.0,3.0,1.113609151073028
245,Le Zeitgeist Grenache Mourvedre 2020,Red,France,2020,10.99,10.99,4.0,152,14.0,75.0,2.0,1.0409976924234905
246,Tuffers' Tipple Bacchus 2020,White,United Kingdom,2020,11.99,11.99,3.9,25,11.0,75.0,2.0,1.0788191830988487
247,Black Flag Winemakers Mount Gambier Sauvignon Blanc 2020,White,Australia,2020,13.99,13.99,3.8,25,12.5,75.0,2.0,1.1458177144918276
248,Chateau Teyssier Pezat Bordeaux Blanc 2019,White,France,2019,12.99,12.99,4.1,7,13.0,75.0,3.0,1.113609151073028
249,Chateau Teyssier Pezat Bordeaux Superieur 2018,Red,France,2018,14.99,14.99,3.9,11,15.0,75.0,4.0,1.1758016328482794
250,Equipo Navazos La Bota 92 Palo Cortado 'Pata de Gallina' NV,Sherry,Spain,Non Vintage,54.99,82.485,0.0,0,20.5,50.0,,1.9163749787375604
251,Equipo Navazos La Bota 95 Amontillado NV,Sherry,Spain,Non Vintage,49.99,49.99,0.0,0,18.5,75.0,,1.6988831367525903
252,Marsc Wine Company Margaret River Sauvignon Blanc Semillon 2020,White,Australia,2020,13.99,13.99,3.9,51,13.0,75.0,2.0,1.1458177144918276
253,Zafferino Pinot Grigio 2021,White,Italy,2021,9.99,9.99,4.6,12,12.5,75.0,1.0,0.9995654882259823
254,Domaine La Haute Fevrie Clos de la Fevrie Muscadet Sevre et Maine Sur Lie 2020,White,France,2020,13.99,13.99,4.6,19,12.0,75.0,2.0,1.1458177144918276
255,Tenuta Scopetani Chianti 2018,Red,Italy,2018,15.99,15.99,3.8,40,13.0,75.0,4.0,1.2038484637462348
256,Black Flag Winemakers Langhorne Creek Adelaide Hills Shiraz Pinot Noir 2018,Red,Australia,2018,12.99,12.99,4.3,80,14.5,75.0,4.0,1.113609151073028
257,Bodegas Hidalgo La Gitana En Rama Spring 2021 Release NV,Sherry,Spain,Non Vintage,16.99,16.99,0.0,0,15.0,75.0,,1.2301933788690456
258,L'Olivette Colombard Sauvignon 2020,White,France,2020,11.99,11.99,3.9,21,11.5,75.0,2.0,1.0788191830988487
259,Henners Foxearle English Sparkling Brut 2016,Sparkling,United Kingdom,2016,39.99,39.99,4.5,22,12.5,75.0,6.0,1.6019514041335217
260,Alchemy 50 Year Old Vine Carignan 2019,Red,France,2019,13.99,13.99,4.0,20,14.0,75.0,3.0,1.1458177144918276
261,La Sirene Grenache Mourvedre 2020,Red,France,2020,10.99,10.99,4.2,106,14.0,75.0,2.0,1.0409976924234905
262,Castelbarco Parziale Appassimento 2019,Red,Italy,2019,16.99,16.99,4.5,183,13.5,75.0,3.0,1.2301933788690456
263,Les Trois Calices Grenache Mourvedre 2020,Red,France,2020,10.99,10.99,4.0,82,14.0,75.0,2.0,1.0409976924234905
264,Powers Champoux Vineyard Reserve Cabernet Sauvignon 2016,Red,USA,2016,24.5,24.5,4.2,9,14.0,75.0,6.0,1.3891660843645324
265,Charles Smith Velvet Devil Merlot 2018,Red,USA,2018,16.99,16.99,4.2,13,13.5,75.0,4.0,1.2301933788690456
266,Cascadia Yakima Valley Syrah 2020,Red,USA,2020,14.99,14.99,4.2,26,14.5,75.0,2.0,1.1758016328482794
267,Three Gables Western Cape Colombard 2020,White,South Africa,2020,10.99,10.99,4.0,122,13.0,75.0,2.0,1.0409976924234905
268,Three Gables Swartland Grenache Blanc 2020,White,South Africa,2020,11.99,11.99,4.0,163,13.5,75.0,2.0,1.0788191830988487
269,Black Flag Winemakers Limestone Coast Shiraz Cabernet 2018,Red,Australia,2018,14.99,14.99,3.9,35,14.5,75.0,4.0,1.1758016328482794
270,Charles Smith Eve Chardonnay 2019,White,USA,2019,16.99,16.99,4.2,10,13.5,75.0,3.0,1.2301933788690456
271,Black Flag Winemakers McLaren Vale Barossa Nero Barbera Touriga 2019,Red,Australia,2019,19.99,19.99,3.6,9,14.0,75.0,3.0,1.300812794118117
272,Black Flag Winemakers McLaren Vale Cabernet Sagrantino 2018,Red,Australia,2018,15.99,15.99,3.5,11,14.0,75.0,4.0,1.2038484637462348
273,Alemany I Corrio Principia Mathematica DO Penedes 2019,White,Spain,2019,19.99,19.99,4.0,7,12.5,75.0,3.0,1.300812794118117
274,Alemany I Corrio Cargol Treu Vi DO Penedes 2019,White,Spain,2019,24.99,24.99,0.0,3,12.5,75.0,3.0,1.39776625612645
275,Domaine Bernard Metrat Fleurie La Roilette Vieilles Vignes 2019,Red,France,2019,17.99,17.99,4.2,12,13.0,75.0,3.0,1.2550311633455513
276,Les Arbousiers Reserve Rose 2020,Rose,France,2020,11.99,11.99,4.3,109,12.5,75.0,2.0,1.0788191830988487
277,Monte Bernardi Retromarcia Chianti Classico 2020,Red,Italy,2020,19.99,19.99,4.0,10,13.5,75.0,2.0,1.300812794118117
278,Domaine La Haute Fevrie Chateau Thebaud Muscadet Sevre et Maine 2016,White,France,2016,15.99,15.99,4.3,9,12.0,75.0,6.0,1.2038484637462348
279,Perez Cruz Winemaker's Selection 2020,Red,Chile,2020,21.99,21.99,4.5,5012,13.5,75.0,2.0,1.3422252293607904
280,Un-named White Blend 2019,White,South Africa,2019,15.99,15.99,0.0,5,13.5,75.0,3.0,1.2038484637462348
281,Scavi & Ray Alcohol Free Sparkling NV,Low / Alcohol Free Wines,Italy,Non Vintage,8.99,8.99,4.5,11,0.1,75.0,,0.9537596917332288
282,Arid Valley White 2019,White,South Africa,2019,15.99,15.99,3.8,18,13.5,75.0,3.0,1.2038484637462348
283,Wild Crush Palomino 2020,White,South Africa,2020,11.99,11.99,4.0,16,12.5,75.0,2.0,1.0788191830988487
284,El Nubarron Sauvignon Blanc 2021,White,Chile,2021,11.99,11.99,4.1,250,13.0,75.0,1.0,1.0788191830988487
285,El Sabio Sauvignon Blanc 2021,White,Chile,2021,9.99,9.99,4.1,364,12.0,75.0,1.0,0.9995654882259823
286,L'Ornato Appassimento 2019,Red,Italy,2019,16.99,16.99,4.5,646,13.5,75.0,3.0,1.2301933788690456
287,The Black Pig The Prize Shiraz 2020,Red,Australia,2020,19.99,19.99,4.7,3659,14.5,75.0,2.0,1.300812794118117
288,16 Little Black Pigs Cabernet Sauvignon 2020,Red,Australia,2020,10.99,10.99,4.4,2925,14.0,75.0,2.0,1.0409976924234905
289,Blackfoot Daisy Pinot Grigio 2021,White,Australia,2021,10.99,10.99,4.2,1655,12.0,75.0,1.0,1.0409976924234905
290,Beneficio Winemakers Selection McLaren Vale Grenache Shiraz 2019,Red,Australia,2019,19.99,19.99,4.5,2025,14.0,75.0,3.0,1.300812794118117
291,Champagne Moet & Chandon Brut Imperial NV,Sparkling,France,Non Vintage,42.99,42.99,4.3,74,12.0,75.0,,1.633367445117007
292,El Sabio Carmenere 2021,Red,Chile,2021,10.99,10.99,4.1,1135,13.0,75.0,1.0,1.0409976924234905
293,El Sabio Pinot Noir 2021,Red,Chile,2021,11.99,11.99,4.1,346,12.5,75.0,1.0,1.0788191830988487
294,16 Little Black Pigs Shiraz 2020,Red,Australia,2020,10.99,10.99,4.4,7538,14.0,75.0,2.0,1.0409976924234905
295,Champagne Laurent Perrier Cuvee Rose Brut NV,Sparkling,France,Non Vintage,63.99,63.99,4.9,68,12.0,75.0,,1.8061121101690911
296,Champagne Bollinger Special Cuvee Brut NV,Sparkling,France,Non Vintage,50.0,50.0,4.8,63,12.0,75.0,,1.6989700043360187
297,Ripper Chardonnay 2021,White,Australia,2021,9.99,9.99,4.1,544,13.0,75.0,1.0,0.9995654882259823
298,Billy Bosch Paarl Pinotage 2021,Red,South Africa,2021,10.99,10.99,4.2,1706,14.0,75.0,1.0,1.0409976924234905
299,Chateau du Seuil Graves Blanc 2018,White,France,2018,13.99,13.99,3.9,360,12.0,75.0,4.0,1.1458177144918276
300,Kirriemuir Reserve Adelaide Hills Chardonnay 2021,White,Australia,2021,12.99,12.99,4.1,596,12.5,75.0,1.0,1.113609151073028
301,El Nubarron Cabernet Sauvignon 2021,Red,Chile,2021,11.99,11.99,4.1,701,13.0,75.0,1.0,1.0788191830988487
302,Baciato Appassimento Negroamaro 2020,Red,Italy,2020,14.99,14.99,4.3,1918,14.0,75.0,2.0,1.1758016328482794
303,Beneficio Winemakers Selection Sauvignon Blanc 2021,White,Australia,2021,13.99,13.99,4.3,2685,12.0,75.0,1.0,1.1458177144918276
304,Champagne Pierre Gimonnet Cuis 1er Cru Brut Blanc de Blancs NV,Sparkling,France,Non Vintage,35.99,35.99,4.5,15,12.5,75.0,,1.5561818466529111
305,Castillo de Anna Gran Reserva 2014,Red,Spain,2014,10.99,10.99,3.9,4140,14.0,75.0,8.0,1.0409976924234905
306,Billy Bosch Reserve Merlot 2021,Red,South Africa,2021,10.99,10.99,4.3,1971,14.0,75.0,1.0,1.0409976924234905
307,Prodezza Prosecco Brut NV,Sparkling,Italy,Non Vintage,12.99,12.99,4.3,1063,11.0,75.0,,1.113609151073028
308,Dragon Hills Pinot Grigio 2020,White,Romania,2020,9.99,9.99,4.1,2187,12.0,75.0,2.0,0.9995654882259823
309,Aguila Chillando Tempranillo 2020,Red,Spain,2020,8.99,8.99,4.1,1322,14.0,75.0,2.0,0.9537596917332288
310,Condes de Valencia Gran Seleccion 2015,Red,Spain,2015,10.99,10.99,4.1,3868,14.0,75.0,7.0,1.0409976924234905
311,Cave de Turckheim Pinot Gris Sables et Galets 2019,White,France,2019,14.99,14.99,4.0,197,13.5,75.0,3.0,1.1758016328482794
312,Belmonte Marlborough Pinot Gris 2021,White,New Zealand,2021,15.99,15.99,4.2,121,13.5,75.0,1.0,1.2038484637462348
313,De Martino Ladera Reserva 2020,Red,Chile,2020,19.99,19.99,4.2,1392,14.0,75.0,2.0,1.300812794118117
314,Schola Sarmenti Cubardi Primitivo IGT Salento 2019,Red,Italy,2019,19.99,19.99,4.6,678,15.0,75.0,3.0,1.300812794118117
315,Black Flag Winemakers Shiraz Touriga 2018,Red,Australia,2018,15.99,15.99,4.2,81,14.5,75.0,4.0,1.2038484637462348
316,Black Flag Winemakers Chardonnay 2018,White,Australia,2018,11.99,11.99,4.2,115,13.5,75.0,4.0,1.0788191830988487
317,Black Flag Winemakers Cooler Chardonnay 2019,White,Australia,2019,16.99,16.99,3.8,29,13.0,75.0,3.0,1.2301933788690456
318,John Forrest Collection Gimblett Gravels Cabernet Sauvignon 2016,Red,New Zealand,2016,27.99,27.99,4.3,7,14.0,75.0,6.0,1.4470028984661623
319,Belmonte Chenin Blanc 2021,White,New Zealand,2021,15.99,15.99,4.2,41,12.5,75.0,1.0,1.2038484637462348
320,John Forrest Collection Gimblett Gravels Syrah 2015,Red,New Zealand,2015,27.99,27.99,4.7,10,14.0,75.0,7.0,1.4470028984661623
321,Penombre Rose 2021,Rose,France,2021,12.99,12.99,4.3,154,12.5,75.0,1.0,1.113609151073028
322,Just the Juice Vermentino 2021,White,Italy,2021,9.99,9.99,4.0,592,12.5,75.0,1.0,0.9995654882259823
323,De Martino Single Vineyard Carmenere Alto de Piedras Magnum 2018,Red,Chile,2018,49.99,24.995,0.0,1,14.0,150.0,4.0,1.397853141088609
324,Locos Muertos by Seb De Martino Cabernet Sauvignon 2019,Red,Chile,2019,12.99,12.99,3.9,210,13.5,75.0,3.0,1.113609151073028
325,Isla de Maipo No Added Sulphites Cabernet Sauvignon 2019,Red,Chile,2019,7.99,7.99,3.7,80,14.0,75.0,3.0,0.9025467793139914
326,Les Arbousiers Trio 2020,White,France,2020,10.99,10.99,4.1,628,11.5,75.0,2.0,1.0409976924234905
327,Hambledon Vineyards Premier Cuvee Brut NV,Sparkling,United Kingdom,Non Vintage,46.0,46.0,0.0,3,12.0,75.0,,1.662757831681574
328,Hambledon Vineyards Classic Cuvee Brut Rose NV,Sparkling,United Kingdom,Non Vintage,36.0,36.0,0.0,4,12.0,75.0,,1.5563025007672873
329,Coterie Red 2019,Red,South Africa,2019,12.99,12.99,4.1,20,14.0,75.0,3.0,1.113609151073028
330,Wildeberg Terroir Sauvignon Blanc 2019,White,South Africa,2019,12.99,12.99,4.2,8,14.0,75.0,3.0,1.113609151073028
331,The Black Pig Adelaide Hills Chardonnay 2020,White,Australia,2020,12.99,12.99,4.1,71,13.0,75.0,2.0,1.113609151073028
332,The Craftsmen Barbera 2021,Red,South Africa,2021,10.99,10.99,3.9,176,14.0,75.0,1.0,1.0409976924234905
333,The Long Way Round Semillon 2020,White,Chile,2020,10.99,10.99,3.9,174,13.5,75.0,2.0,1.0409976924234905
334,El Sabio Malbec 2021,Red,Chile,2021,10.99,10.99,4.3,292,13.5,75.0,1.0,1.0409976924234905
335,Wayfare Margaret River White Blend 2019,White,Australia,2019,12.99,12.99,3.9,50,12.0,75.0,3.0,1.113609151073028
336,Fritz Muller Zero Alcohol Frizzante NV,Low / Alcohol Free Wines,Germany,Non Vintage,10.99,10.99,0.0,5,0.0,75.0,,1.0409976924234905
337,Love by Leoube Organic Cotes de Provence 2020,Rose,France,2020,15.99,15.99,4.3,23,13.0,75.0,2.0,1.2038484637462348
338,Domaine de la Vallee des Grives Valreas Cotes du Rhone Villages 2017,Red,France,2017,13.99,13.99,4.2,49,14.0,75.0,5.0,1.1458177144918276
339,La Mechita Familia Zuccardi Malbec 2020,Red,Argentina,2020,12.99,12.99,4.1,397,14.0,75.0,2.0,1.113609151073028
